manifold,surface,monodromy,dilatation,polynomial coefficients,singularity orders,puncture orders,primitive,abelian
12n0003,S_3_1,abcBdCEgH,3.95099324461,"[1, -6, 9, -4, -1, 11, -1, -4, 9, -6, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0004,S_3_1,abCBEghcD,3.51075637776,"[1, -6, 11, -8, -1, 5, -1, -8, 11, -6, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
12n0005,S_3_1,abCBDcegH,4.24090133185,"[1, -6, 8, -3, 6, -14, 6, -3, 8, -6, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
12n0007,S_3_1,abcbdCeGH,3.26818921512,"[1, -4, 1, 4, 3, -4, 1, -4, 3, 4, 1, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0009,S_3_1,abcbDCeGH,3.99916248352,"[1, -6, 9, -4, -3, 13, -3, -4, 9, -6, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0010,S_3_1,abCBdcegH,3.16392534094,"[1, -2, -3, -1, -3, -1, -3, -2, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0014,S_3_1,abCBeghCD,4.21552197894,"[1, -6, 8, -3, 8, -18, 8, -3, 8, -6, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
12n0015,S_3_1,abCBdCEgH,5.15905921432,"[1, -8, 15, 1, -15, 1, 15, -8, 1]","[3, 3, 3, 3, 6]",[6],True,False
12n0017,S_3_1,abCBdCEH,4.72568488395,"[1, -7, 11, 1, -11, 1, 11, -7, 1]","[3, 3, 3, 7]",[7],True,False
12n0018,S_3_1,abCBDceH,4.33559414393,"[1, -7, 13, -5, -5, -5, 13, -7, 1]","[3, 3, 3, 7]",[7],True,False
12n0019,S_3_1,abCBDCEgH,2.848767241,"[1, -4, 2, 6, -8, 1, 8, 1, -8, 6, 2, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0020,S_3_1,abcbDCegH,3.09680647068,"[1, -4, 4, -4, 0, 3, -2, 3, 0, -4, 4, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0024,S_3_1,abcBdCEGH,3.01964153514,"[1, -4, 4, -4, 2, 1, 2, 1, 2, -4, 4, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0035,S_3_1,aBCDegh,3.20683392873,"[1, -4, 2, 1, 1, 4, 1, 1, 2, -4, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0036,S_3_1,aBCdEgH,4.4512882538,"[1, -8, 18, -7, -17, 24, -17, -7, 18, -8, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
12n0038,S_3_1,abCDegh,3.44503725098,"[1, -2, -1, -11, -6, -11, -1, -2, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0039,S_3_1,abCdEgH,4.46942089598,"[1, -6, 7, -5, 20, -5, 7, -6, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
12n0041,S_3_1,aBCDEgH,2.36356892979,"[1, -3, 1, -1, 6, -2, 0, -2, 6, -1, 1, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0042,S_3_1,abcDEgH,3.22169308722,"[1, -6, 12, -13, 12, -6, 1]","[3, 3, 3, 3, 4, 4]",[3],True,False
12n0044,S_3_1,abcdEgH,3.61060987437,"[1, -6, 8, 5, -10, -2, 10, -2, -10, 5, 8, -6, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0045,S_3_1,abCDEgH,2.44009478631,"[1, -1, -3, -2, 0, 5, 0, -2, -3, -1, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0052,S_3_1,abAbCDeh,4.79128784748,"[1, -5, 1]","[3, 3, 8]",[8],True,False
12n0054,S_3_1,abcDegh,3.42422995405,"[1, -2, -4, -3, 0, 0, 0, 0, 0, -3, -4, -2, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
12n0069,S_3_1,abCBEGhcd,4.65750066967,"[1, -6, 6, 1, 2, -6, 2, 1, 6, -6, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
12n0070,S_3_1,abCBdceGH,3.53308820309,"[1, -6, 11, -8, -3, 11, -3, -8, 11, -6, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
12n0072,S_3_1,abcBDcegH,6.03637071729,"[1, -7, 6, -4, 18, -4, 6, -7, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
12n0073,S_3_1,abcBEghcD,3.44213405837,"[1, -4, 1, 4, -3, 1, -3, 4, 1, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0076,S_3_1,abcBdceGGH,3.83207903772,"[1, -5, 3, 6, 0, -6, 5, -6, 0, 6, 3, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0097,S_3_1,abCBEGhcD,3.05924050851,"[1, -3, 0, 0, -3, 5, -3, 0, 0, -3, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0101,S_3_1,abAbcDcEHC,8.75691162858,"[1, -10, 12, -11, 12, -10, 1]","[3, 3, 8]",[8],True,False
12n0102,S_3_1,abAbcdceHC,4.33989237392,"[1, -4, -1, -3, 5, -5, 5, -3, -1, -4, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0119,S_3_1,abcBdcegH,2.91229357258,"[1, -1, -4, -4, -1, -1, -2, -1, -1, -4, -4, -1, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
12n0120,S_3_1,abcBEGEhcD,2.33218007267,"[1, -3, 3, -4, 4, -7, 4, -4, 3, -3, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
12n0140,S_3_1,abAbcDCegHC,6.51649161285,"[1, -8, 10, -3, 8, -18, 8, -3, 10, -8, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
12n0141,S_3_1,abAbcdgHCDE,4.08622373223,"[1, -5, 4, -2, 7, -15, 7, -2, 4, -5, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0142,S_3_1,abcDCBedcgH,3.20786219389,"[1, -3, 0, -1, -5, 6, -5, -1, 0, -3, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0143,S_3_1,abcBdceDgeH,3.09065785085,"[1, -4, 4, -4, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
12n0144,S_3_1,abcBdCEDgEh,4.56691537406,"[1, -5, 2, -1, 1, 14, 1, -1, 2, -5, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0148,S_3_1,abcBcdef,3.30149043222,"[1, -1, -5, -7, -5, -1, 1]",[10],[10],True,True
12n0151,S_3_1,aBCdEGh,4.15710979986,"[1, -6, 8, -3, 8, -6, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
12n0152,S_3_1,aBCdeGH,3.14414192034,"[1, -4, 2, 1, 1, 8, 1, 1, 2, -4, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0157,S_3_1,abAbCDegH,3.98668730376,"[1, -5, 4, 0, 2, -6, 2, 0, 4, -5, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
12n0158,S_3_1,abAbCDEgh,4.31507245808,"[1, -8, 22, -31, 22, -8, 1]","[4, 4, 6]",[6],True,True
12n0160,S_3_1,aBcDEGh,3.85526706131,"[1, -5, 4, 2, -2, 2, -2, 2, 4, -5, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
12n0161,S_3_1,aBcdeGH,3.99677807081,"[1, -8, 22, -29, 22, -8, 1]","[4, 4, 6]",[6],True,True
12n0162,S_3_1,aBcdEGh,3.8265416019,"[1, -5, 4, 2, 0, -2, 0, 2, 4, -5, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
12n0164,S_3_1,abCdEGh,4.99427483513,"[1, -6, 5, -3, 16, -3, 5, -6, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
12n0165,S_3_1,abCdeGH,3.18818432067,"[1, -4, 4, -9, 15, -6, 15, -9, 4, -4, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0168,S_3_1,abcdeGGH,3.21678367832,"[1, -5, 6, -1, 1, -2, 1, -1, 6, -5, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
12n0178,S_3_1,abcBcDEH,6.04030761721,"[1, -5, -4, -13, -4, -5, 1]","[3, 3, 3, 3, 6]",[6],True,False
12n0179,S_3_1,abcBcdeH,3.86392980994,"[1, -4, 0, 1, 5, -4, 1, -4, 5, 1, 0, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0183,S_3_1,abcBcDegH,7.05266044226,"[1, -8, 7, -5, 20, -5, 7, -8, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
12n0184,S_3_1,abcBcDEgh,4.11020716497,"[1, -5, 4, -1, -3, 7, -8, 7, -3, -1, 4, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0198,S_3_1,aBCDEGh,2.77765110234,"[1, -3, -1, 4, 2, -2, 1, -2, 2, 4, -1, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0199,S_3_1,abcDEDGh,1.74436368565,"[1, -1, -1, 0, 0, -2, 0, 2, 0, -2, 0, 0, -1, -1, 1]","[1, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[1],True,False
12n0204,S_3_1,abAbCdeh,6.13350243087,"[1, -7, 6, -5, 6, -7, 1]","[3, 3, 8]",[8],True,False
12n0211,S_3_1,abAbCdegH,4.05481453233,"[1, -4, -1, 3, 0, 3, -1, -4, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
12n0218,S_3_1,abCDEGh,2.73602453586,"[1, -1, -3, -4, -2, 1, -2, -4, -3, -1, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0230,S_3_1,abCBDCeH,3.16171760704,"[1, -4, 2, 1, 3, 0, 3, 1, 2, -4, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0269,S_3_1,abAbCdEH,4.92978905761,"[1, -7, 12, -11, 12, -7, 1]","[3, 3, 8]",[8],True,False
12n0271,S_3_1,abcDCBGHcdE,3.01877928747,"[1, -3, 0, 1, -5, 6, -5, 1, 0, -3, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0272,S_3_1,abcBdCEDgeH,4.17341155497,"[1, -3, -1, -14, -6, -14, -1, -3, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0273,S_3_1,abcBdceDgEh,2.69543941706,"[1, -2, -1, -2, 0, -2, -1, -2, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
12n0276,S_3_1,abAcbdCdef,3.76750691215,"[1, -1, -7, -11, -7, -1, 1]",[10],[10],False,True
12n0280,S_3_1,aBccDCEgH,3.22169308722,"[1, -6, 12, -13, 12, -6, 1]","[4, 4, 4, 4]",[4],True,True
12n0281,S_3_1,aBccDCegH,3.85886357137,"[1, -4, 0, 1, 3, 4, 3, 1, 0, -4, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0284,S_3_1,aabAcBegHCD,3.16845734322,"[1, -4, 4, -6, 6, -5, 10, -5, 6, -6, 4, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0285,S_3_1,aabAcBEgHCD,2.82838463404,"[1, -1, -3, -5, -3, -1, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0290,S_3_1,abcBdeGHcH,5.24700290718,"[1, -6, 2, 11, -3, -6, 5, -6, -3, 11, 2, -6, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0295,S_3_1,abcDCBGhCdE,5.01491455117,"[1, -9, 26, -35, 26, -9, 1]","[4, 4, 6]",[6],True,True
12n0298,S_3_1,abAbcbDCEgH,3.82976738391,"[1, -6, 11, -12, 7, -3, 7, -12, 11, -6, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
12n0300,S_3_1,abcBdeHCDeG,4.46476543033,"[1, -5, 2, 1, 1, 10, 1, 1, 2, -5, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0302,S_3_1,abAbCdeF,5.00458477325,"[1, -7, 11, -7, 11, -7, 1]","[3, 3, 8]",[8],True,False
12n0303,S_3_1,abcdeGHH,3.54459911435,"[1, -5, 5, 1, -2, 2, -2, 1, 5, -5, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
12n0309,S_3_1,abcdEGhh,1.66104776199,"[1, -2, 1, -1, 1, -1, 1, -2, 1]","[1, 5, 5, 5]",[1],True,False
12n0312,S_3_1,aBcDegHCD,3.12811675835,"[1, -3, 0, 0, -5, 5, -5, 0, 0, -3, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0314,S_3_1,abacbgHCBDCed,3.63198869308,"[1, -4, 2, -1, -5, 1, -5, -1, 2, -4, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0315,S_3_1,abAcBEGhCCd,3.89869667045,"[1, -4, 0, 1, 1, 4, 1, 1, 0, -4, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0316,S_3_1,abcBdceGHH,5.20154569558,"[1, -6, 3, 6, 1, -6, 5, -6, 1, 6, 3, -6, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0318,S_3_1,abcBBEGhcd,1.81569891703,"[1, -3, 3, -1, -1, 1, -2, 1, -1, -1, 3, -3, 1]","[1, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[1],True,False
12n0329,S_3_1,abAbcdeh,3.54645544468,"[1, -2, -5, -2, 1]",[10],[10],True,True
12n0336,S_3_1,abcBcdegH,3.72854935081,"[1, -2, -5, -5, -1, -1, -2, -1, -1, -5, -5, -2, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
12n0337,S_3_1,abcBcDeF,5.38160007676,"[1, -7, 9, -3, 9, -7, 1]","[3, 3, 8]",[8],True,False
12n0340,S_3_1,abcBdeehCDEG,2.04249053394,"[1, -3, 3, -3, 3, -3, 1]","[2, 4, 4, 4, 4]",[2],True,True
12n0347,S_3_1,abcbdcEDCGHH,2.45667425043,"[1, -1, -4, 0, 3, 1, -6, 1, 3, 0, -4, -1, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
12n0348,S_3_1,abcdGHCdE,4.78926982924,"[1, -5, 1, -1, 2, 14, 2, -1, 1, -5, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0349,S_3_1,abcdhCdE,3.28843850007,"[1, -3, -1, -1, 4, 0, -2, 0, 4, -1, -1, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0350,S_3_1,abAcbdcBGHCdE,5.56291748574,"[1, -7, 9, -7, 9, -8, 9, -7, 9, -7, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
12n0351,S_3_1,abcBdCeGh,3.12783007054,"[1, -4, 3, -3, 8, -5, 4, -5, 8, -3, 3, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0352,S_3_1,abCBEgHCD,2.61803398875,"[1, -3, 1]","[3, 3, 3, 3, 4, 4]",[3],True,False
12n0353,S_3_1,abAcBcDCEGh,5.30226496818,"[1, -9, 25, -33, 25, -9, 1]","[4, 4, 6]",[6],True,True
12n0354,S_3_1,abAcbdCBGHCDE,2.85620148321,"[1, -3, 0, 3, -6, 0, 7, 0, -6, 3, 0, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0355,S_3_1,abacbHCBDCED,2.66709645607,"[1, -3, 1, -1, 3, -4, 3, -1, 1, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0356,S_3_1,abacbHCBdCED,3.16966064645,"[1, -3, -1, 2, 1, -9, 1, 2, -1, -3, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0357,S_3_1,abacbhCBDCeD,6.00253038795,"[1, -8, 12, 2, -13, 2, 12, -8, 1]","[3, 3, 3, 7]",[7],True,False
12n0362,S_3_1,abAcbdcegHCDE,2.65060381228,"[1, -4, 5, -4, -1, 5, -1, -4, 5, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0363,S_3_1,abAcBdceHCDeG,4.93834623522,"[1, -7, 12, -9, -2, 11, -2, -9, 12, -7, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
12n0366,S_3_1,abcdhCde,4.44915619632,"[1, -2, -8, -11, -8, -2, 1]",[10],[10],True,True
12n0367,S_3_1,abAbcBDCEh,6.33828600428,"[1, -8, 12, -11, 12, -8, 1]","[3, 3, 8]",[8],True,False
12n0370,S_3_1,abbcbdccEGh,1.9748187083,"[1, -2, 1, -2, 1, -2, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
12n0371,S_3_1,aabAcBdCBhcbDE,2.25645514686,"[1, -2, 0, -1, 0, -2, 1]","[2, 3, 3, 4, 4, 4]",[2],True,False
12n0372,S_3_1,aabacEHCBDcEdG,2.90598466329,"[1, -3, -1, 4, 0, -2, -1, -2, 0, 4, -1, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0373,S_3_1,abCCDCeGhcBdce,5.3190138702,"[1, -8, 18, -23, 18, -8, 1]","[4, 4, 4, 4]",[4],True,True
12n0375,S_3_1,abAcbdcbGHCDe,4.45685960783,"[1, -6, 5, 11, -11, -6, 14, -6, -11, 11, 5, -6, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0377,S_3_1,abAcBdCegHcdE,3.15710618729,"[1, -2, -2, -3, -5, -5, -2, -5, -5, -3, -2, -2, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
12n0385,S_3_1,abacbDCBegHCD,4.19418719157,"[1, -6, 9, -6, -1, 5, -1, -6, 9, -6, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
12n0388,S_3_1,abcDCBeDCgH,2.93437798199,"[1, -3, 0, 1, -3, 6, -3, 1, 0, -3, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0389,S_3_1,abCBdehCDEG,5.55193337226,"[1, -8, 15, -8, 1]","[4, 4, 6]",[6],True,True
12n0390,S_3_1,abccDCegH,3.94257366597,"[1, -4, 2, -9, 9, -6, 9, -9, 2, -4, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0392,S_3_1,abCBdcEh,4.82268856921,"[1, -7, 11, -1, -7, -1, 11, -7, 1]","[3, 3, 3, 7]",[7],True,False
12n0395,S_3_1,abAbcbDCeh,5.73141909542,"[1, -6, 0, 9, 0, -6, 1]","[3, 3, 3, 7]",[7],True,False
12n0396,S_3_1,abCBdcEdgeH,4.50042727396,"[1, -6, 8, -5, -5, 11, -5, -5, 8, -6, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
12n0397,S_3_1,abcBEgHCD,2.91500841956,"[1, -2, -1, -4, -3, 3, -3, -4, -1, -2, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0398,S_3_1,aabAcbdCeH,3.49615805797,"[1, -3, -3, 4, 2, -2, 1, -2, 2, 4, -3, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0399,S_3_1,abAcBdCdEGh,4.70137448471,"[1, -5, 1, 1, 2, 10, 2, 1, 1, -5, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0400,S_3_1,abAcBDCeGHcde,4.95435046246,"[1, -7, 12, -9, -4, 15, -4, -9, 12, -7, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
12n0401,S_3_1,abcDegHCD,4.41213567301,"[1, -3, -2, -16, -8, -16, -2, -3, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0402,S_3_1,abAbcdef,2.69311767304,"[1, -1, -3, -3, -3, -1, 1]",[10],[10],True,True
12n0403,S_3_1,abAcbdCeDgh,2.5038226097,"[1, -2, -1, 0, -1, -2, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],False,False
12n0407,S_3_1,abcbdceDCGH,3.54154144617,"[1, -4, 0, 5, 3, -2, 3, -2, 3, 5, 0, -4, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
12n0408,S_3_1,abcBdcEDcGH,5.89096148547,"[1, -7, 7, -6, 20, -6, 7, -7, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
12n0409,S_3_1,abcBDGhcDE,2.89453786607,"[1, -1, -6, 1, 4, -4, -9, -4, 4, 1, -6, -1, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
12n0420,S_3_1,aabAcBeGHCD,4.08583205055,"[1, -6, 9, -6, 3, 7, 3, -6, 9, -6, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0423,S_3_1,abAbcdCegHC,3.51535031825,"[1, -4, 1, 4, -5, -4, 11, -4, -5, 4, 1, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0431,S_3_1,abAccbDCEgH,4.37474256734,"[1, -6, 7, 3, -12, 3, 7, -6, 1]","[3, 3, 3, 3, 6]",[6],True,False
12n0433,S_3_1,abcBdcEh,2.56431223851,"[1, -2, -4, 3, 8, 2, 0, 2, 8, 3, -4, -2, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
12n0434,S_3_1,abAcBdEDCGhcd,3.74291538663,"[1, -4, 1, 1, -6, 8, -6, 1, 1, -4, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0435,S_3_1,abaceHCBDCEdG,3.64260787528,"[1, -4, 2, -1, -7, 7, -7, -1, 2, -4, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0436,S_3_1,abacbHCBdceD,3.89038635454,"[1, -3, -2, -5, -2, -3, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0437,S_3_1,abcBcEGhcd,3.97137843989,"[1, -4, 0, -1, 5, 2, 5, -5, 5, 2, 5, -1, 0, -4, 1]","[1, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[1],True,False
12n0438,S_3_1,abcbdceDCgH,3.24276981438,"[1, -2, -4, -1, 3, 0, -1, 1, -1, 0, 3, -1, -4, -2, 1]","[1, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[1],True,False
12n0439,S_3_1,abcBDEGhcd,2.03838902193,"[1, -3, 2, 1, -2, -1, 2, -1, -2, 1, 2, -3, 1]","[1, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[1],True,False
12n0441,S_3_1,abAcdeGHCbCh,6.7537663025,"[1, -7, 1, 4, 3, 1, 3, 4, 1, -7, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0446,S_3_1,abAcbdcehCDeG,2.51383511575,"[1, -2, -3, 5, -3, 0, 8, 0, -3, 5, -3, -2, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
12n0449,S_3_1,abAcBeghCCd,3.31924636289,"[1, -3, -3, 6, 2, -2, 1, -2, 2, 6, -3, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0450,S_3_1,abacbGHCBDCed,4.18675293625,"[1, -7, 15, -17, 18, -17, 15, -7, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
12n0451,S_3_1,abacbbbeGhcd,2.64907404099,"[1, -1, -5, 1, 4, -3, -7, -3, 4, 1, -5, -1, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
