manifold,surface,monodromy,dilatation,polynomial coefficients,singularity orders,puncture orders,primitive,abelian
11n142,S_2_1,aaBAcDf,5.55193337226,"[1, -8, 15, -8, 1]","[4, 4]",[4],True,True
12n0013,S_2_1,abCddF,4.7132553331,"[1, -7, 12, -8, 12, -7, 1]","[3, 3, 3, 3]",[3],True,False
12n0025,S_2_1,aBacdf,3.50606805595,"[1, -3, -1, -3, 1]","[2, 3, 3, 4]",[2],True,False
12n0079,S_2_1,abcDDDF,4.17467389403,"[1, -6, 9, -6, 1]","[2, 4, 4]",[2],True,True
12n0121,S_2_1,aabaCDf,1.88320350591,"[1, -2, 1, -2, 1]","[1, 7]",[1],True,False
12n0145,S_2_1,abbCdF,4.52560322875,"[1, -6, 6, 2, 6, -6, 1]","[3, 3, 3, 3]",[3],True,False
12n0282,S_2_1,abaCdF,4.39025688452,"[1, -7, 13, -7, 1]","[3, 3, 4]",[3],True,False
12n0462,S_2_1,aaBAcBdF,4.5024767466,"[1, -4, 0, -10, 0, -4, 1]","[2, 3, 3, 3, 3]",[2],True,False
12n0582,S_2_1,abbbCDf,2.018790937,"[1, -1, -2, 1, -2, -1, 1]","[1, 3, 3, 3, 3, 3]",[1],True,False
12n0642,S_2_1,aabbcBAf,8.79462104746,"[1, -7, -15, -7, 1]",[6],[6],False,True
12n0838,S_2_1,aabacBAdCF,4.33064006431,"[1, -5, 4, -5, 1]","[2, 3, 3, 3, 3]",[2],False,False
8_2,S_3_1,abcdeF,2.04249053394,"[1, -3, 3, -3, 3, -3, 1]","[2, 6, 6]",[2],True,True
8_5,S_3_1,abcdeH,2.29663026289,"[1, -2, 0, -2, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
8_7,S_3_1,abcdEF,1.80978933347,"[1, -1, 0, -2, 0, -2, 0, -1, 1]","[2, 3, 3, 5, 5]",[2],True,False
8_9,S_3_1,abcDEF,1.75487766625,"[1, -1, 2, -1]","[2, 4, 4, 4, 4]",[2],True,True
8_10,S_3_1,abcDEh,2.11383134565,"[1, -3, 3, -4, 5, -5, 5, -4, 3, -3, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
8_16,S_3_1,abcBdCeH,2.46363282286,"[1, -3, 1, 2, -4, 2, 1, 2, -4, 2, 1, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
8_17,S_3_1,abcbDCEH,2.34869345836,"[1, -3, 1, 2, -2, -2, 7, -2, -2, 2, 1, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
8_18,S_3_1,abAcBdEDCHcd,2.61803398875,"[1, -3, 1]","[4, 4, 4, 4]",[4],True,True
9_11,S_3_1,abcdEf,3.42227550137,"[1, -3, -1, -1, -1, -3, 1]","[4, 5, 5]",[4],True,False
9_17,S_3_1,aBCDEf,2.42122995631,"[1, -3, 1, 1, 1, -3, 1]","[4, 5, 5]",[4],False,False
9_20,S_3_1,abcDef,3.17600239149,"[1, -3, 1, -5, 1, -3, 1]","[3, 3, 4, 4, 4]",[4],True,False
9_22,S_3_1,abcdEH,2.84893055574,"[1, -2, -4, 2, 7, 2, -4, -2, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
9_24,S_3_1,abcDEH,2.8653183884,"[1, -3, 2, -5, 2, -3, 1]","[3, 3, 4, 4, 4]",[4],True,False
9_26,S_3_1,abcDEf,2.73866152994,"[1, -3, 3, -7, 3, -3, 1]","[3, 3, 4, 4, 4]",[4],True,False
9_27,S_3_1,abCDEf,2.47541210131,"[1, -3, 3, -5, 3, -3, 1]","[3, 3, 4, 4, 4]",[4],True,False
9_28,S_3_1,abCdeH,2.79497230347,"[1, -2, 0, -6, 0, -2, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
9_29,S_3_1,abAbCDEH,3.51004848484,"[1, -3, -3, 4, 1, -1, 1, 4, -3, -3, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
9_30,S_3_1,abCDeH,2.73892361537,"[1, -3, 0, 1, 1, 4, 1, 1, 0, -3, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
9_31,S_3_1,abCDef,2.59513342853,"[1, -1, 0, -8, -4, -8, 0, -1, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],False,False
9_32,S_3_1,abcbDCeH,3.2893206941,"[1, -5, 7, -4, -4, 9, -4, -4, 7, -5, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
9_33,S_3_1,abcBdCEH,3.20998902857,"[1, -5, 7, -4, -2, 7, -2, -4, 7, -5, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
9_34,S_3_1,aabAcBeHCD,3.37644113432,"[1, -5, 7, -6, 2, 3, 2, -6, 7, -5, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
9_36,S_3_1,abcDeh,3.66417311645,"[1, -3, -3, 2, 1, -3, 1, 2, -3, -3, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
9_40,S_3_1,abacbHCBDCed,3.73205080757,"[1, -4, 1]","[3, 3, 3, 3, 6]",[6],True,False
9_43,S_3_1,abcdEh,2.22586791398,"[1, -3, 2, -1, 2, -3, 1]","[2, 4, 4, 4, 4]",[2],True,True
9_47,S_3_1,aabAcBEHCD,2.29663026289,"[1, -2, 0, -2, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
10_29,S_3_1,abcDeF,4.22374834016,"[1, -7, 15, -17, 15, -7, 1]","[4, 4, 6]",[6],True,True
10_41,S_3_1,aBcdeF,3.51765765574,"[1, -7, 17, -21, 17, -7, 1]","[4, 4, 6]",[6],True,True
10_42,S_3_1,abCDeF,3.67370724839,"[1, -5, 6, -8, 16, -8, 6, -5, 1]","[3, 3, 3, 3, 6]",[6],True,False
10_43,S_3_1,abCdEF,4.09991550995,"[1, -5, 4, -4, 12, -4, 4, -5, 1]","[3, 3, 3, 3, 6]",[6],True,False
10_44,S_3_1,abCdeF,3.54534802176,"[1, -5, 6, -6, 12, -6, 6, -5, 1]","[3, 3, 3, 3, 6]",[6],True,False
10_45,S_3_1,aBCdeF,3.10868172121,"[1, -5, 8, -12, 20, -12, 8, -5, 1]","[3, 3, 3, 3, 6]",[6],True,False
10_59,S_3_1,aBcdEh,3.86090873308,"[1, -5, 3, 6, -4, 6, 3, -5, 1]","[3, 3, 3, 3, 6]",[6],True,False
10_60,S_3_1,aBCDeh,3.29416844036,"[1, -4, 0, 8, 0, -4, 1]","[3, 3, 3, 3, 6]",[6],True,False
10_69,S_3_1,abAbCDef,3.58370482985,"[1, -5, 8, -14, 16, -14, 8, -5, 1]","[3, 3, 3, 3, 6]",[6],True,False
10_70,S_3_1,abcDeH,3.91463481699,"[1, -7, 16, -19, 16, -7, 1]","[4, 4, 6]",[6],True,True
10_71,S_3_1,abCdEH,3.89741457388,"[1, -5, 5, -6, 14, -6, 5, -5, 1]","[3, 3, 3, 3, 6]",[6],True,False
10_73,S_3_1,abCDeh,3.56697229317,"[1, -3, 0, -7, 0, -3, 1]","[3, 3, 3, 3, 6]",[6],True,False
10_75,S_3_1,abAbCDEf,3.1478990357,"[1, -3, 4, -1]","[4, 4, 6]",[6],False,True
10_78,S_3_1,abCdeh,4.41948036579,"[1, -4, -1, -4, 1]","[3, 3, 3, 3, 6]",[6],True,False
10_81,S_3_1,abcBDcEH,5.20731867588,"[1, -4, -4, -11, -4, -4, 1]","[3, 3, 3, 3, 6]",[6],True,False
10_88,S_3_1,abCBdcEH,4.02559943792,"[1, -7, 17, -27, 33, -27, 17, -7, 1]","[3, 3, 3, 7]",[7],True,False
10_89,S_3_1,abCBehcD,4.08527731524,"[1, -6, 10, -11, 10, -6, 1]","[3, 3, 3, 7]",[7],True,False
10_96,S_3_1,abAbCDeH,4.06248908086,"[1, -5, 3, 4, -4, 4, 3, -5, 1]","[3, 3, 3, 3, 6]",[6],True,False
10_105,S_3_1,abcBeHCd,4.82571108122,"[1, -4, -2, -9, -2, -4, 1]","[3, 3, 3, 3, 6]",[6],True,False
10_107,S_3_1,abcBDCEh,4.89214241506,"[1, -4, -2, -11, -2, -4, 1]","[3, 3, 3, 3, 6]",[6],True,False
10_110,S_3_1,abcDehCD,5.17814486979,"[1, -6, 3, 7, -4, 7, 3, -6, 1]","[3, 3, 3, 3, 6]",[6],True,False
10_115,S_3_1,abAcbdEDcHCD,5.453134551,"[1, -8, 18, -28, 35, -28, 18, -8, 1]","[3, 3, 3, 7]",[7],True,False
10_125,S_3_1,abcdEGh,1.53292549111,"[1, -1, -1, 0, 0, 1, 0, 0, -1, -1, 1]","[1, 3, 3, 3, 3, 3, 4, 4]",[1],True,False
10_126,S_3_1,abcDEGh,1.69685129194,"[1, -1, -2, 2, 0, -2, 0, 2, -2, -1, 1]","[1, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[1],True,False
10_127,S_3_1,abcdeGH,2.57595432299,"[1, -2, -1, -1, 0, -1, -1, -2, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
10_138,S_3_1,aBCDeH,2.61803398875,"[1, -3, 1]","[4, 4, 4, 4]",[4],True,True
10_141,S_3_1,abcBdehCDEG,1.88320350591,"[1, -2, 1, -2, 1]","[2, 6, 6]",[2],True,True
10_143,S_3_1,abcbdcEDCGH,2.12100804282,"[1, -1, -3, 0, 3, 1, -4, 1, 3, 0, -3, -1, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
10_148,S_3_1,abcBEGhcD,2.36920540709,"[1, -1, -3, -1, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
10_149,S_3_1,abcBdceGH,3.34359469343,"[1, -4, 1, 4, 1, -4, 3, -4, 1, 4, 1, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
10_150,S_3_1,abcbdCeH,3.06426464203,"[1, -3, -1, 2, 2, -2, 1, -2, 2, 2, -1, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
10_151,S_3_1,abcBDCEH,2.80693343489,"[1, -1, -3, -4, -4, -1, -4, -4, -3, -1, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
10_153,S_3_1,abcBEGhcd,1.75237722822,"[1, -2, 1, -1, 1, -1, 0, -2, 0, -1, 1, -1, 1, -2, 1]","[1, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[1],True,False
10_154,S_3_1,abcBehcd,2.67509946332,"[1, 0, -4, -7, -4, 0, 1]",[10],[10],True,True
10_155,S_3_1,abcbDCEGh,1.96355303899,"[1, -2, -1, 3, -1, -2, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],False,False
10_156,S_3_1,abcbDCEh,2.44573369647,"[1, -1, -1, -4, -4, -1, -4, -4, -1, -1, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
10_157,S_3_1,abCDCeGhcBdce,3.85554053692,"[1, -6, 11, -13, 11, -6, 1]","[4, 4, 4, 4]",[4],False,True
10_158,S_3_1,aabAcbDCEH,2.64192325494,"[1, -1, -4, 0, 0, -6, 0, 0, -4, -1, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
10_159,S_3_1,abacBDCEGHcdE,2.57170025458,"[1, -3, 0, 3, 0, 0, -3, 0, 0, 3, 0, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
10_160,S_3_1,abcBdCeh,2.86746937664,"[1, -2, -2, -3, 3, 4, 3, -3, -2, -2, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
10_161,S_3_1,abcbdCeh,1.98779316685,"[1, 0, -2, -3, -2, 0, 1]",[10],[10],True,True
11a5,S_3_1,aBcdEH,4.28052047897,"[1, -7, 14, -13, 14, -7, 1]","[3, 3, 8]",[8],True,False
11a17,S_3_1,abcBDceH,6.12847524961,"[1, -8, 12, -5, 12, -8, 1]","[3, 3, 8]",[8],True,False
11a42,S_3_1,abCdEh,5.0827067531,"[1, -7, 10, -3, 10, -7, 1]","[3, 3, 8]",[8],True,False
11a51,S_3_1,aBcDeh,4.41948036579,"[1, -4, -1, -4, 1]","[3, 3, 8]",[8],True,False
11a96,S_3_1,aBcDEf,4.34565876409,"[1, -7, 13, -9, 13, -7, 1]","[3, 3, 8]",[8],True,False
11a121,S_3_1,aBcdEf,4.03746214078,"[1, -7, 13, -7, 13, -7, 1]","[3, 3, 8]",[8],False,False
11a128,S_3_1,abAbCDeF,4.22374834016,"[1, -7, 15, -17, 15, -7, 1]","[3, 3, 8]",[8],True,False
11a159,S_3_1,abCdEf,4.70662241056,"[1, -7, 11, -3, 11, -7, 1]","[3, 3, 8]",[8],True,False
11a209,S_3_1,aBcBdCEh,5.49859913262,"[1, -8, 16, -15, 16, -8, 1]","[3, 3, 8]",[8],True,False
11a218,S_3_1,abcBDCeh,5.78274283926,"[1, -8, 14, -9, 14, -8, 1]","[3, 3, 8]",[8],True,False
11a228,S_3_1,abcBEHCd,5.87239449722,"[1, -8, 14, -11, 14, -8, 1]","[3, 3, 8]",[8],True,False
11n4,S_3_1,abCBdCegH,3.09685884405,"[1, -3, -2, 6, 1, -11, 1, 6, -2, -3, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
11n5,S_3_1,abCBEghCD,3.72077699582,"[1, -6, 9, 0, -9, 9, -9, 0, 9, -6, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
11n6,S_3_1,abCBDCegH,2.89948982008,"[1, -4, 4, -4, 6, -7, 12, -7, 6, -4, 4, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
11n7,S_3_1,abcBdcEH,3.91609977173,"[1, -5, 3, 6, -4, -1, -4, 6, 3, -5, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
11n8,S_3_1,abcBehcD,4.51320990611,"[1, -5, 1, 6, -2, -3, -2, 6, 1, -5, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
11n10,S_3_1,abcBeGhcD,5.01707936068,"[1, -6, 3, 10, -1, -3, -1, 10, 3, -6, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
11n11,S_3_1,abcBdcEGH,3.78322759677,"[1, -4, 0, 2, 4, 3, -10, 3, 4, 2, 0, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
11n14,S_3_1,abcDeGh,4.35598762355,"[1, -6, 6, 7, -8, -4, 10, -4, -8, 7, 6, -6, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
11n15,S_3_1,abcdEGH,2.72706946011,"[1, -2, -2, 1, -2, -2, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
11n19,S_3_1,abcdeGh,1.83925384621,"[1, -1, -1, 0, -2, 0, 1, -1, 1, 0, -2, 0, -1, -1, 1]","[1, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[1],True,False
11n21,S_3_1,abcbDCEgH,2.85378713903,"[1, -4, 3, 2, -3, -4, 9, -4, -3, 2, 3, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
11n22,S_3_1,abcBDCegH,3.15968906539,"[1, -3, 0, -2, 2, -2, 0, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
11n24,S_3_1,abcBdCegH,2.27670593031,"[1, -3, 2, 0, -2, 0, 2, -3, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
11n25,S_3_1,abcBdCeGH,2.86168464428,"[1, -4, 3, 2, -5, 4, -1, 4, -5, 2, 3, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
11n26,S_3_1,abcbdCEGH,3.33373471471,"[1, -4, 2, 0, 2, 3, -6, 3, 2, 0, 2, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
11n31,S_3_1,abcBEhcd,2.68718085205,"[1, -2, -1, -1, -1, -5, -2, -5, -1, -1, -1, -2, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
11n32,S_3_1,abcBDCeH,3.32245733592,"[1, -3, -1, -1, 3, -1, -1, -3, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
11n33,S_3_1,abcbdCEH,3.47758152243,"[1, -5, 5, 2, -4, 3, -4, 2, 5, -5, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
11n37,S_3_1,abcbDCEGH,2.11809170233,"[1, -3, 3, -3, 2, -2, 2, -3, 3, -3, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
11n48,S_3_1,abcBdeHCDEG,2.1248601212,"[1, -1, -1, 0, -6, 0, -1, -1, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
11n51,S_3_1,aBCDegH,2.44477150445,"[1, -3, 1, -1, 5, -1, 1, -3, 1]","[3, 3, 3, 3, 4, 4]",[3],True,False
11n52,S_3_1,aBCDEgh,3.01356088714,"[1, -4, 1, 7, -1, -7, -1, 7, 1, -4, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
11n53,S_3_1,aBCdegH,2.59194079464,"[1, -3, -1, 7, -4, -4, 10, -4, -4, 7, -1, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
11n54,S_3_1,abCDegH,2.57595432299,"[1, -2, -1, -1, 0, -1, -1, -2, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
11n55,S_3_1,abCDEgh,3.1422628772,"[1, -4, 4, -5, 4, -4, 1]","[3, 3, 4, 4, 4]",[4],True,False
11n56,S_3_1,abCdegH,2.63791655189,"[1, -1, -2, -4, -4, -2, -4, -4, -2, -1, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
11n58,S_3_1,abcDEgh,2.89439703382,"[1, -4, 5, -7, 7, -7, 7, -7, 5, -4, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
11n59,S_3_1,abcDegH,3.73205080757,"[1, -4, 1]","[3, 3, 3, 3, 4, 4]",[3],True,False
11n66,S_3_1,abAbCdeH,4.14253248442,"[1, -5, 5, -8, 10, -8, 5, -5, 1]","[3, 3, 3, 3, 6]",[6],True,False
11n70,S_3_1,abcdegH,2.19231955475,"[1, -1, -3, 0, 2, 0, -1, 1, -1, 0, 2, 0, -3, -1, 1]","[1, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[1],True,False
11n80,S_3_1,abcBeGhcd,2.64461273538,"[1, -2, -4, 4, 6, 0, -4, 2, -4, 0, 6, 4, -4, -2, 1]","[1, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[1],True,False
11n82,S_3_1,abcbdcEDCGh,2.08101899662,"[1, -1, -2, -1, 1]","[2, 3, 3, 3, 3, 4, 4]",[2],True,False
11n85,S_3_1,abcDCBedCgH,2.91924830868,"[1, -3, 0, 1, 0, -3, 1]","[4, 5, 5]",[4],True,False
11n86,S_3_1,abAcBdEDCGHcd,2.40207279594,"[1, -3, 2, -2, 2, -1, 0, -1, 2, -2, 2, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
11n87,S_3_1,abCBdcEDgeH,3.13000103003,"[1, -2, -3, -2, 1]","[4, 5, 5]",[4],True,False
11n89,S_3_1,abcBdceDgEH,4.84677467837,"[1, -5, -1, 8, 3, -5, 3, 8, -1, -5, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
11n92,S_3_1,abcdGhCdE,2.05606468522,"[1, -1, 0, -2, -1, -5, -4, -5, -1, -2, 0, -1, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
11n94,S_3_1,abAcBdEDCgHcd,3.31651242917,"[1, -5, 7, -5, 1]","[4, 4, 4, 4]",[4],True,True
11n95,S_3_1,abAcbdCeDGh,3.41394228947,"[1, -1, -4, -10, -12, -10, -4, -1, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
11n96,S_3_1,abacEHCBDCEdG,2.15372137554,"[1, -3, 3, -3, 1]","[2, 3, 3, 4, 4, 4]",[2],True,False
11n98,S_3_1,abAbCDEh,4.17467389403,"[1, -6, 9, -6, 1]","[4, 4, 6]",[6],True,True
11n103,S_3_1,abcBcDef,4.68544196345,"[1, -5, 2, -4, 8, -4, 2, -5, 1]","[3, 3, 3, 3, 6]",[6],True,False
11n105,S_3_1,abcBdcEDgeH,4.41948036579,"[1, -4, -1, -4, 1]","[3, 3, 4, 4, 4]",[4],True,False
11n106,S_3_1,abcBdCeDcgH,2.28604295325,"[1, -3, 3, -4, 3, -3, 3, -4, 3, -3, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
11n108,S_3_1,abAcbdceHCDeG,5.55655914883,"[1, -7, 8, 1, -6, 7, -6, 1, 8, -7, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
11n109,S_3_1,abAcbdCeDgH,5.06626594921,"[1, -4, -7, 5, 15, 5, -7, -4, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
11n110,S_3_1,abacBdEDCGHcd,2.63844845332,"[1, -3, 0, 4, -4, -1, 4, -1, -4, 4, 0, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
11n111,S_3_1,abcBdceGh,2.07234125909,"[1, -3, 1, 2, 0, 0, -1, 0, 0, 2, 1, -3, 1]","[1, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[1],True,False
11n112,S_3_1,abAcbdCeDCCGh,3.51282400704,"[1, -4, 1, 4, -7, 6, -1, 6, -7, 4, 1, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
11n115,S_3_1,abcBeHCD,3.48657280738,"[1, -4, 2, -1, 2, -4, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
11n118,S_3_1,abcdCCeGh,2.84750683644,"[1, -4, 4, -3, 4, -4, 1]","[2, 4, 4, 4, 4]",[2],True,True
11n119,S_3_1,abccDCEgH,3.35962321103,"[1, -4, 2, 1, -1, -2, -1, 1, 2, -4, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
11n121,S_3_1,abcbDCeh,4.19647215107,"[1, -5, 3, 2, -2, 1, -2, 2, 3, -5, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
11n124,S_3_1,abcBdCEh,3.51932907549,"[1, -5, 5, 2, -6, 7, -6, 2, 5, -5, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
11n125,S_3_1,abaCBdcEgHCDE,3.64260787528,"[1, -4, 2, -1, -7, 7, -7, -1, 2, -4, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
11n127,S_3_1,aBcDegHCd,3.28217490618,"[1, -3, -2, 4, 1, -9, 1, 4, -2, -3, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
11n128,S_3_1,abcbdcEDCgH,3.28560583782,"[1, -4, 2, 3, -7, 2, 3, 2, -7, 3, 2, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
11n129,S_3_1,abcdCCEGh,3.2762851586,"[1, -2, -4, -1, 0, 4, 0, 4, 0, -1, -4, -2, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
11n130,S_3_1,abcBDehCDEG,3.33280785037,"[1, -4, 2, 1, -1, -2, 9, -2, -1, 1, 2, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
11n131,S_3_1,aabAcbDCeH,3.59558071082,"[1, -2, -4, -5, -4, -2, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
11n135,S_3_1,abcbdCEh,2.47889225953,"[1, -2, -1, -1, 2, -1, -1, -2, 1]","[2, 3, 3, 3, 3, 4, 4]",[2],True,False
11n137,S_3_1,abAbCdef,4.85861454311,"[1, -7, 13, -15, 13, -7, 1]","[4, 4, 6]",[6],True,True
11n143,S_3_1,abbcbdccdEGh,2.03978150353,"[1, -2, 1, -3, 3, -4, 4, -4, 3, -3, 1, -2, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
11n144,S_3_1,abcDegHCd,4.65906454119,"[1, -5, 3, -7, 3, -5, 1]","[3, 3, 4, 4, 4]",[4],True,False
11n145,S_3_1,abcBdcEGh,2.15660593385,"[1, -1, -3, -1, 3, 1, 4, 1, 3, -1, -3, -1, 1]","[1, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[1],True,False
11n146,S_3_1,abcBegHCD,3.30331720143,"[1, -2, -2, -7, 0, -6, 0, -7, -2, -2, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
11n154,S_3_1,abAcBcDCEgH,3.98475008885,"[1, -6, 9, -2, -11, 17, -11, -2, 9, -6, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
11n156,S_3_1,abbcHCBDCedH,3.70093203146,"[1, -6, 10, -5, -3, 5, -3, -5, 10, -6, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
11n157,S_3_1,abAcBdCegHCdE,4.04901217229,"[1, -4, 0, -1, 1, -1, 1, -1, 0, -4, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
11n159,S_3_1,abAcbdCBGhCDE,4.21934548498,"[1, -4, -2, 5, 1, -13, 1, 5, -2, -4, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
11n160,S_3_1,abAcBeGhCCd,3.81200288003,"[1, -4, -1, 7, -1, -3, -1, 7, -1, -4, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
11n163,S_3_1,abAbcbDCeH,4.5895118275,"[1, -7, 15, -23, 27, -23, 15, -7, 1]","[3, 3, 3, 7]",[7],True,False
11n164,S_3_1,abacbhCBDCed,4.10219113412,"[1, -3, -4, -1, -4, -3, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
11n165,S_3_1,abacbHCBDCeD,4.06172523877,"[1, -5, 5, -6, 6, -6, 5, -5, 1]","[3, 3, 3, 3, 6]",[6],True,False
11n167,S_3_1,abAcbdCEDGh,4.21327171553,"[1, -4, -2, 4, 2, 5, -10, 5, 2, 4, -2, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
11n168,S_3_1,abAbcBDCEH,4.41311794019,"[1, -5, 1, 8, -4, -1, -4, 8, 1, -5, 1]","[3, 3, 3, 3, 3, 5]",[5],True,False
11n172,S_3_1,abcBdCEGh,3.37059544277,"[1, -4, 2, 0, 0, 7, -10, 7, 0, 0, 2, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
11n176,S_3_1,abAcbdCegHCDE,3.92132516594,"[1, -5, 4, 2, -5, 2, 4, -5, 1]","[3, 3, 3, 3, 3, 3, 4]",[4],True,False
11n179,S_3_1,abAcBEhCCd,4.10219113412,"[1, -3, -4, -1, -4, -3, 1]","[3, 3, 3, 3, 6]",[6],True,False
11n183,S_3_1,abacbhCBdCed,3.54645544468,"[1, -2, -5, -2, 1]",[10],[10],True,True
12a0125,S_3_1,abCBEhCd,6.90407535141,"[1, -12, 44, -67, 44, -12, 1]",[10],[10],True,True
12a0181,S_3_1,aBcDeH,5.55193337226,"[1, -8, 15, -8, 1]",[10],[10],True,True
12a0477,S_3_1,aBcDeF,5.04891733952,"[1, -5, 6, -1]",[10],[10],True,True
12a1124,S_3_1,abAcBdEDcHCd,7.69853223445,"[1, -10, 19, -10, 1]",[10],[10],True,True
12n0001,S_3_1,abcBDCEgH,3.07464536424,"[1, -2, -3, -2, 1, 7, 1, -2, -3, -2, 1]","[3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
