manifold,surface,monodromy,dilatation,polynomial coefficients,singularity orders,puncture orders,primitive,abelian
m231,S_4_1,abcdcedfegj,1.33113625213,"[1, 0, 0, -1, -1, 0, -1, -1, 0, 0, 1]","[3, 3, 3, 11]",[11],True,False
m389,S_4_1,abcdCedfEghj,1.40126836794,"[1, 0, -1, -1, -1, 0, 1]",[14],[14],True,True
s247,S_4_1,abcdedfegij,1.35999971171,"[1, -1, 1, -2, 1, -2, 1, -1, 1]","[3, 5, 10]",[10],True,False
s483,S_4_1,aabcdedfegj,1.55603019132,"[1, -1, -1, 1, -1, -1, 1]","[5, 11]",[11],True,False
s692,S_4_1,aabacbdcedfegj,1.40126836794,"[1, 0, -1, -1, -1, 0, 1]","[3, 3, 3, 4, 9]",[9],True,False
v0321,S_4_1,abacbdcedfeGIj,1.40126836794,"[1, 0, -1, -1, -1, 0, 1]","[1, 4, 4, 4, 4, 7]",[1],True,False
v0329,S_4_1,abacbdcedfegIj,1.47235311756,"[1, -1, 0, 0, -1, 0, -1, 0, 0, -1, 1]","[1, 3, 3, 3, 3, 3, 3, 3, 3, 7]",[1],True,False
v0802,S_4_1,abcbdcedfegij,1.42500526784,"[1, -1, 0, -1, 1, -1, 0, -1, 1]","[3, 7, 8]",[8],True,False
v0960,S_4_1,abcdefGIj,1.49073503209,"[1, -1, 0, -1, 0, 0, -1, 1, 0, 1, -1, 0, 0, -1, 0, -1, 1]","[1, 3, 3, 3, 3, 3, 3, 3, 5, 5]",[1],True,False
v0984,S_4_1,aaabcdefgh,1.98779316685,"[1, 0, -2, -3, -2, 0, 1]",[14],[14],True,True
v1217,S_4_1,abcdefgH,2.01128715144,"[1, -3, 3, -3, 3, -3, 3, -3, 1]","[2, 8, 8]",[2],True,True
v1811,S_4_1,abcdedfegIj,1.67778494691,"[1, -2, 1, -1, 0, 1, -1, 1, 0, -1, 1, -2, 1]","[1, 3, 3, 3, 3, 3, 4, 4, 4, 4]",[1],True,False
v1845,S_4_1,abcdCedfegij,1.50613567955,"[1, -1, 0, -1, 0, -1, 1]","[3, 3, 3, 3, 10]",[10],True,False
v1935,S_4_1,abcdefgIj,1.81246403902,"[1, -1, -1, 0, -1, 0, -2, 0, 1, -1, 1, -1, 1, 0, -2, 0, -1, 0, -1, -1, 1]","[1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[1],True,False
v1962,S_4_1,abacbdcedfegij,1.50613567955,"[1, -1, 0, -1, 0, -1, 1]","[3, 3, 3, 3, 4, 8]",[8],True,False
v2092,S_4_1,aabcdefgij,1.58234718368,"[1, 0, -1, -2, -1, 0, 1]","[4, 12]",[12],True,True
v2381,S_4_1,abcbdccedfegj,1.55603019132,"[1, -1, -1, 1, -1, -1, 1]","[3, 3, 3, 3, 3, 9]",[9],True,False
v2552,S_4_1,aBCDEFGJ,2.06017844937,"[1, -3, 2, 1, -3, 1, 2, -3, 1]","[2, 6, 6, 6]",[2],True,True
v2585,S_4_1,abcdefegj,1.78164359861,"[1, -1, -1, 0, -1, -1, 1]",[14],[14],True,True
v3101,S_4_1,abcBdcedfegj,1.59098028217,"[1, 0, 0, -2, -2, 0, -2, -2, 0, 0, 1]","[3, 3, 3, 11]",[11],True,False
v3248,S_4_1,aaabcdefgj,2.14510679795,"[1, -1, -2, -1, 1, -1, -2, -1, 1]",[14],[14],True,True
m016,S_5_1,abcdefghil,1.17628081826,"[1, 1, 0, -1, -1, -1, -1, -1, 0, 1, 1]",[18],[18],True,True
m169,S_5_1,abcdefgfhgil,1.21639166114,"[1, 0, 0, 0, -1, -1, -1, 0, 0, 0, 1]","[5, 15]",[15],True,False
m303,S_5_1,aabcdefghil,1.40126836794,"[1, 0, -1, -1, -1, 0, 1]",[18],[18],True,True
s063,S_5_1,abcdedfegfhgil,1.26123096114,"[1, 0, -1, 0, 0, -1, 0, 0, -1, 0, 1]","[7, 13]",[13],True,False
v0730,S_5_1,abcdCedfegfhgil,1.35204974305,"[1, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 1]","[3, 3, 3, 3, 3, 13]",[13],True,False
v1812,S_5_1,abcdefghikl,1.40126836794,"[1, 0, -1, -1, -1, 0, 1]","[4, 16]",[16],True,True
v2407,S_5_1,aabcdefgfhgil,1.47235311756,"[1, -1, 0, 0, -1, 0, -1, 0, 0, -1, 1]","[5, 15]",[15],True,False
v2704,S_5_1,abcdCedfEgfhgil,1.43100095914,"[1, -1, -1, 1, 0, -1, 0, 1, -1, -1, 1]","[3, 3, 3, 15]",[15],True,False
